id,批次,清单类型,备案月份,算法名称,算法类别_原始,算法类别_LLM,企业角色,企业名称,应用产品,主要用途,发放日期,注册资本_万元,省份,城市,县区,行业一级,行业二级,行业三级,经度,纬度,技术代际
1985,第八批,深度合成,2024-10,希望信息文本生成服务算法,深度合成,内容生成,服务提供者,宁夏希望信息产业股份有限公司,政务服务小宁办事助手(网站),应用于对话生成场景，根据用户输入的文本信息，生成符合用户需求的文本回复。,2023-09-15,1080,宁夏回族自治区,银川市,金凤区,批发和零售业,批发业,机械设备、五金产品及电子产品批发,106.224200,38.440160,G4
1986,第八批,深度合成,2024-10,文相图片生成算法,深度合成,内容生成,服务提供者,广州市文路信息技术有限公司,文相(网站),应用于图像生成场景，根据用户输入的文本，生成符合用户输入语料语义的图像。,2023-09-15,1000,广东省,广州市,天河区,租赁和商务服务业,商务服务业,广告业,113.372439,23.140728,G4
1987,第八批,深度合成,2024-10,慧政大模型生成合成算法,深度合成,内容生成,服务提供者,北京中科汇联科技股份有限公司,慧政大模型(网站),应用于对话生成场景，根据用户输入的文本信息，理解用户的问题，生成符合用户需求的文本回复。,2023-09-15,6000,北京市,北京市,海淀区,科学研究和技术服务业,科技推广和应用服务业,其他科技推广和应用服务业,116.297503,40.044012,G4
1988,第八批,深度合成,2024-10,爱奇艺奇智大模型算法,深度合成,内容生成,服务提供者,北京爱奇艺科技有限公司,爱奇艺(APP),应用于文本生成场景，根据用户输入的文本，生成符合用户剧情问答、情感陪伴需求的文本内容。,2023-09-15,3000,北京市,北京市,海淀区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,116.313228,39.983752,G4
1989,第八批,深度合成,2024-10,金月科技话知音无极智汇图文混合算法,深度合成,智能搜索,服务提供者,金月科技有限公司,AI兔平台(网站),应用于文本生成场景，根据用户输入的文本、图片等数据，生成符合用户需求的文本内容。,2023-09-15,5000,浙江省,杭州市,余杭区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,120.040779,29.324560,G3
1990,第八批,深度合成,2024-10,pupuAI智能对话算法-1,深度合成,内容生成,服务提供者,成都邮征天下信息技术有限公司,PUPU智能AI阅读助手(小程序),应用于对话生成场景，根据用户输入的文本、音频信息，生成符合用户需求的文本、音频回复。,2023-09-15,300,四川省,成都市,武侯区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,104.068495,30.537905,G4
1991,第八批,深度合成,2024-10,数智八斗大模型算法,深度合成,内容生成,服务技术支持者,以萨技术股份有限公司,未回填,应用于文本生成场景，服务于企业端客户，根据用户输入的文本信息，生成符合用户需求的文本内容。,2023-09-15,77778,山东省,青岛市,黄岛区,批发和零售业,批发业,贸易经纪与代理,120.140676,35.941116,G4
1992,第八批,深度合成,2024-10,触站AI绘画生成算法,深度合成,内容生成,服务提供者,广州触站科技有限公司,触站AI(网站)、触站AI(APP),应用于图像生成场景，根据用户输入的文本、图像信息，生成符合用户需求的图像内容。,2023-09-15,100,广东省,广州市,番禺区,租赁和商务服务业,商务服务业,咨询与调查,113.386099,23.057397,G4
1993,第八批,深度合成,2024-10,智联i慧答生成算法,深度合成,内容生成,服务提供者,北京网聘信息技术有限公司,智联招聘(APP)、智联招聘(网站),应用于对话生成场景，根据用户输入的文本信息，生成符合用户需求的文本回复。,2023-09-15,300,北京市,北京市,朝阳区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,116.473115,39.993207,G4
1994,第八批,深度合成,2024-10,数字礼民图片生成算法,深度合成,内容生成,服务提供者,上海春亦昇昇网络科技有限公司,数字礼民(小程序),应用于图像生成场景，根据用户输入的文本、图像信息，生成符合用户需求的图像内容。,2023-09-15,500,上海市,上海市,闵行区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,121.253422,30.916641,G4
1995,第八批,深度合成,2024-10,极石车载交互文本生成算法,深度合成,人机对话,服务提供者,上海洛轲智能科技有限公司,车载语音对话服务(其他),应用于对话生成场景，根据用户输入的文本信息，生成符合用户需求的文本回复。,2023-09-15,171000,上海市,上海市,杨浦区,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,121.501890,31.338672,G4
1996,第八批,深度合成,2024-10,天鹤云想数字人算法,深度合成,内容生成,服务提供者,上海天鹤云想科技有限公司,库伊拉AI助理(小程序),应用于数字人视频生成场景，根据用户输入的音频、视频，生成数字人视频。,2023-09-15,1000,上海市,上海市,青浦区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,121.263144,31.063257,G4
1997,第八批,深度合成,2024-10,小聚多模态生成算法,深度合成,内容生成,服务提供者,安徽猿创家智能科技有限公司,AI小聚(网站)、AI小聚(APP)、AI小聚(小程序),应用于文本图像生成场景，根据用户输入的文本、图像，生成符合用户需求的文本、图像内容。,2023-09-15,500,安徽省,合肥市,合肥高新技术产业开发区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,117.135907,31.838293,G4
1998,第八批,深度合成,2024-10,小蜜蜂智能对话算法,深度合成,人机对话,服务提供者,上海华兴数字科技有限公司,易维讯(APP),应用于对话生成场景，根据用户输入的文本信息，生成符合用户需求的文本回复。,2023-09-15,1318,上海市,上海市,浦东新区,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,121.703765,31.165917,G4
1999,第八批,深度合成,2024-10,妙笔AI生成合成类算法,深度合成,内容生成,服务提供者,北京元跃科技有限公司,妙笔AI(APP),应用于文本音频图像生成场景，根据用户输入的文本、音频信息，生成符合用户需求的文本、音频、图像内容，实现语音转文本、文本生成、图像生成、语音合成等功能。,2023-09-15,113,北京市,北京市,朝阳区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,116.507319,40.039488,G4
2000,第八批,深度合成,2024-10,巅峰智能客服对话生成算法,深度合成,内容生成,服务技术支持者,厦门巅峰科技有限公司,未回填,应用于文本图像生成场景，服务于企业端客户，根据用户输入的文本信息，生成相应的文本、图像内容。,2023-09-15,1000,福建省,厦门市,未回填,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,118.179283,24.485786,G4
2001,第八批,深度合成,2024-10,经传智能研报问答算法,深度合成,智能搜索,服务提供者,广州经传多赢投资咨询有限公司,AI助手(其他),应用于对话生成场景，根据用户输入的文本信息及检索到的文档片段，生成符合用户需求的文本回复。,2023-09-15,5000,广东省,广州市,番禺区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.371267,22.978750,G4
2002,第八批,深度合成,2024-10,如一智能数字人合成算法,深度合成,内容生成,服务技术支持者,芜湖如一智能科技有限公司,未回填,应用于数字人视频生成场景，服务于企业端客户，根据用户输入的文本、视频等信息，生成符合用户需求的数字人视频。,2023-09-15,10,安徽省,芜湖市,鸠江区,科学研究和技术服务业,科技推广和应用服务业,其他科技推广和应用服务业,118.572463,31.140539,G4
2003,第八批,深度合成,2024-10,绘镜AI生成算法,深度合成,内容生成,服务提供者,上海绘镜网络科技有限公司,醒蓝AI(网站),应用于图像生成场景，根据用户输入的文本、图像等信息，生成符合用户需求的图像。,2023-09-15,100,上海市,上海市,奉贤区,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,121.484900,30.971143,G4
2004,第八批,深度合成,2024-10,Deepexi对话生成算法,深度合成,人机对话,服务技术支持者,北京滴普科技有限公司,未回填,应用于文本生成场景，服务于企业端客户，根据用户输入的文本信息，生成符合用户需求的文本回复。,2023-09-15,7325,北京市,北京市,海淀区,科学研究和技术服务业,科技推广和应用服务业,技术推广服务,116.337963,39.957174,G4
2005,第八批,深度合成,2024-10,四维星AI大模型算法,深度合成,内容生成,服务提供者,南京四维星软件有限公司,四维星移动版(APP),应用于图像生成场景，根据用户输入的文本信息，生成符合用户需求的图像。,2023-09-15,200,江苏省,南京市,玄武区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,118.879685,32.091554,G4
2006,第八批,深度合成,2024-10,小窗模诗大模型算法,深度合成,内容生成,服务技术支持者,广州小窗智能科技有限公司,未回填,应用于文本生成场景，服务于企业端客户，根据用户输入的文本信息，生成符合用户需求的文本内容。,2023-09-15,500,广东省,广州市,海珠区,信息传输、软件和信息技术服务业,软件和信息技术服务业,软件开发,113.359140,23.125752,G4
2007,第八批,深度合成,2024-10,易视星空交互式多能型合成算法,深度合成,人机对话,服务提供者,易视星空科技无锡有限公司,智多星(APP),应用于对话生成场景，根据用户输入的文本信息，生成符合用户需求的文本回复。,2023-09-15,5000,江苏省,无锡市,新吴区,科学研究和技术服务业,研究和试验发展,工程和技术研究和试验发展,120.374602,31.479745,G4
2008,第八批,深度合成,2024-10,仟言Talkiin认知大模型算法,深度合成,人机对话,服务提供者,仟言科技（佛山）有限公司,Talkiin AI(网站),应用于文本生成场景，根据用户输入的文本、音频、图像，生成符合用户需求的文本内容。,2023-09-15,100,广东省,佛山市,顺德区,信息传输、软件和信息技术服务业,互联网和相关服务,互联网信息服务,113.268867,22.834623,G4
